8.224214728438405  7.781021188456642  7.362051762735095  6.8810161662350975  6.43087503437567  5.974196555984565  5.5386839932993315  5.077040055452027  4.601182029981025  
2.052688853526164  1.6568463723656714  1.2161257653217588  0.7337109010009436  0.28609763923094467  -0.14262694588560787  -0.5929502501792924  -1.0145742464785545  -1.4747404354165468  
-1.3394734195809221  -1.7804122812601393  -2.2026663425481425  -2.679229881897103  -3.1011896732651603  -3.5396041776722176  -3.999253376906954  -4.453406493404158  -4.863017234102765  
-3.583027629714288  -4.023149997367027  -4.481983293655938  -4.919026434678893  -5.3836732596283845  -5.812224170968574  -6.264904655760495  -6.682906094879455  -7.151914530828498  
0.2203960615701199  -0.2179358947313554  -0.6836751520087986  -1.1307872924516216  -1.546704763607528  -1.9939190895122465  -2.4607344263224227  -2.8871646885726467  -3.323522441928843  
-1.791880544455981  -2.2416108145142117  -2.6659102197873334  -3.120511806874779  -3.5684403260132953  -4.034872270574433  -4.452820876314808  -4.868386738935657  -5.327747633514699  
-6.540758072725567  -7.015445683554918  -7.401294447361277  -7.874670396916473  -8.360254763455837  -8.759052133269641  -9.207071478728892  -9.634607281823119  -10.126231002152865  
-5.575681461313042  -5.986743590580417  -6.417205966019517  -6.820229245476532  -7.358426709441275  -7.772971443408049  -8.209872868065212  -8.63725804403117  -9.100933233227089  
4.487860202135306  4.023012773642735  3.577424693635081  3.156334510336406  2.6727144253038952  2.249379728139971  1.8024346570259655  1.346956059278728  0.9197549516341677  
6.717065429731244  6.2723800088091695  5.848719653198402  5.380402468590466  4.966799630427124  4.500658878943651  4.06372126259441  3.628951541134349  3.133242952745803  
5.044839152527046  4.626746321244463  4.154737901220079  3.7194407306410073  3.274198420835297  2.826572262507863  2.3933272122512874  1.9237172853500963  1.5016426392961248  
8.181361745895785  7.7572490495409765  7.30846142938842  6.847176786339549  6.398103321543806  5.9644713841748125  5.496261919832085  5.07390736253304  4.629028335156841  
7.13973192330167  6.667381167022612  6.2337086633216385  5.786959057009242  5.341066417895458  4.905158681760409  4.429076295640126  3.981636865253057  3.5845869381262103  
0.9876965976510129  0.564638092196913  0.10946460738567299  -0.33911983770286447  -0.8082976235098615  -1.2193277379670104  -1.686994074747825  -2.138043862145731  -2.576420618618927  
-2.943412307565517  -3.3734617167215544  -3.815783886090003  -4.231653543187112  -4.682176545600735  -5.161128438103876  -5.615225657408719  -6.04395946361346  -6.5037551979676635  
-8.21642127965624  -8.65178784028996  -9.099825591692452  -9.552132594881924  -10.023941183293905  -10.416950634883637  -10.886390342108486  -11.300330948863829  -11.796519660077722  
-9.363279802916828  -9.783057580377497  -10.211321046689722  -10.691565109616468  -11.147196279007842  -11.57849908763265  -12.02238443222534  -12.448763844255279  -12.897533687527895  
-20.129285472045677  -20.578095165985367  -21.039992200462446  -21.493739381083113  -21.9232675587205  -22.325811192866055  -22.835574384736738  -23.260327499807406  -23.689452210472485  
-12.412322252443788  -12.855379108644959  -13.31196561861675  -13.754471481559735  -14.203112299638905  -14.653009276299127  -15.056533370859723  -15.564252626179906  -15.945209749680656  
-11.843601416460128  -12.288305805061249  -12.698850560998137  -13.147258117174637  -13.610644346921125  -14.018708399325213  -14.50953801673006  -14.946343949565156  -15.397144362229927  
-19.363620883256367  -19.800887876117972  -20.256603532224243  -20.677753491477706  -21.13938455137498  -21.597921033488063  -22.010642621923118  -22.450089234515282  -22.90326621157416  
-14.989538962020644  -15.41932469436626  -15.881501804006366  -16.315630771669568  -16.698911173024133  -17.219068759337834  -17.624202583171297  -18.071792350663603  -18.53651678655001  
-15.790096635086254  -16.248749613944803  -16.68128459058229  -17.117055448582786  -17.591717884992036  -18.038671154180633  -18.45646183803941  -18.922477228667653  -19.371214332956157  
-12.179001401738502  -12.663461971561754  -13.088276457391705  -13.516131967819991  -13.953656124242155  -14.410016759173901  -14.852916955318452  -15.306931945581718  -15.75253885366739  
-13.705610005784461  -14.135730061994103  -14.58352578484513  -15.039445887122728  -15.473769465224809  -15.916678666042849  -16.341178178797197  -16.829547973286186  -17.273512436724893  
-17.694629733738154  -18.152652302094868  -18.580484603701336  -19.032720840566668  -19.465642734902016  -19.94847716575818  -20.381464484542917  -20.824853530614988  -21.284660058501217  
-25.522979265524487  -25.95649367670146  -26.441791452543306  -26.852776271549768  -27.31867748376832  -27.748669044629292  -28.21018574171975  -28.677298743625926  -29.085754312796997  
-22.40447738249867  -22.875259538875284  -23.308713988760545  -23.76115740108967  -24.1949659890182  -24.64158894538904  -25.101354226131388  -25.53987795106056  -25.97380883613689  
-17.3940219030304  -17.810136390913772  -18.287797130198992  -18.736598594784507  -19.17029658832955  -19.611113401630877  -20.034208084295525  -20.52706227919322  -20.953029223439618  
-13.681946088020787  -14.125745424321028  -14.584520460645313  -15.03163918308817  -15.461109472228609  -15.907629666676101  -16.344698190851826  -16.778500438665564  -17.267960554366745  
-17.910982478462017  -18.34099209403941  -18.831568485705358  -19.260840101221223  -19.714386908736177  -20.154708385387412  -20.582636703195682  -21.03582968066296  -21.45262876620204  
-21.13739559242829  -21.59293994425346  -21.99945554143276  -22.472412996665717  -22.88565735370876  -23.356197480275743  -23.803461444843222  -24.234309759133303  -24.691925415033957  
-18.597702338696394  -19.031355014051414  -19.456943263734466  -19.911689333470225  -20.384536649847703  -20.804361862775878  -21.280821869799574  -21.69049657063008  -22.113159609534083  
-18.949451363229247  -19.367639400532102  -19.850109565892986  -20.275763125192647  -20.698604217389356  -21.16197903909179  -21.611959023056787  -22.062436686778394  -22.484246777537578  
-22.82971554651445  -23.28116614827773  -23.722710087244874  -24.157237387471316  -24.5963265299555  -25.04054785073306  -25.498189000832227  -25.937612339016084  -26.35205840861652  
-18.437393993274792  -18.8712582353618  -19.315057366724442  -19.75402594363103  -20.20643078008263  -20.639971341774316  -21.078915721366045  -21.532117363654738  -21.964893479811867  
-11.3353038849984  -11.785426076231367  -12.239892357649731  -12.660270485256182  -13.162162699884268  -13.55580695358182  -14.037347071884533  -14.456787376093379  -14.898451198365517  
-14.13334533543705  -14.597693146289346  -15.008433693359256  -15.486555566332376  -15.924197958395846  -16.358063621516628  -16.819862973847307  -17.22834567499891  -17.721301924194634  
-4.820066880170759  -5.277693581244449  -5.740549557886078  -6.150838236265212  -6.5649386060135  -7.048716341019196  -7.5079343123097395  -7.960673040705392  -8.372323263149728  
-4.115310639022466  -4.568712285318503  -5.015947632310264  -5.464319398168902  -5.909262751044508  -6.329768724264235  -6.794379968005469  -7.232398806767799  -7.697797440243848  
-2.412326349218671  -2.8869822632110886  -3.3666290607579707  -3.7869626331111936  -4.210809811066905  -4.6891716348036026  -5.164908368585728  -5.5684111405770915  -6.004528189722745  
-5.426821172354777  -5.84578044693756  -6.254143071427209  -6.743932655052015  -7.181829267329798  -7.6129080923991825  -8.075864334639002  -8.487576169786578  -8.961792109881454  
-4.209338007934973  -4.668608437458554  -5.11862090285236  -5.518596230554825  -6.009504803015039  -6.448956917527287  -6.881344904979023  -7.3142621877135054  -7.7686266189502104  
3.3554396767700747  2.9383016697053894  2.476124369791851  2.0371918313312714  1.589437487821316  1.1572339029971626  0.6717214996608525  0.2626878762455241  -0.19547090133315448  
0.9686730282631181  0.5493994375290404  0.08482655811680778  -0.3737061950296287  -0.841026588472299  -1.2705107770257633  -1.6964770099272666  -2.1560894466037954  -2.605374584298498  
3.334826164509602  2.9296247815184095  2.494618531628334  2.038237050014203  1.616153691830777  1.1529297877384135  0.688461366948243  0.27235858296883103  -0.2064905090653543  
10.783918399282507  10.34249188839771  9.936111075675074  9.451758022290722  9.013858375030821  8.55290096991461  8.130664297280974  7.670839457204702  7.255470264525401  
15.144854594219199  14.674190259489192  14.257564126604697  13.791276960244794  13.362401677264712  12.891927086475192  12.46093042043616  12.02539236005875  11.572795263925434  
14.247500204715394  13.805899603086768  13.367187822909232  12.929508016571559  12.459831301045668  12.032548336791553  11.578333179367561  11.166546331282268  10.676190313078662  
19.14666767138908  18.692085633176102  18.22703198049241  17.805451925867096  17.35989241749178  16.925558892237653  16.44830965425426  16.01069162957482  15.535867919573892  
15.85868545379435  15.447149041184929  15.012807563898166  14.571223810229213  14.088414458277033  13.661851478200079  13.217723159325816  12.768761762124102  12.332527390002625  
12.668154295268874  12.213156022711884  11.772985914941867  11.340365234092163  10.881908270032362  10.464006946978882  10.015961177630215  9.545635337096572  9.123199859815456  
